Accession,Binds,Source,Binds_prob,Binds_predicted
ATN23889,0,Test,0.0009013880136972606,0
AXS67925,0,Test,0.002251835889554933,0
AGT17769,1,Test,0.9944313222822029,1
KJ473814,0,Test,0.024061784552655018,0
AFD98806,1,Test,0.9890271526830818,1
ACN89722,0,Test,0.00034404902852586675,0
ALA49473,1,Test,0.9649464492802146,1
QDP16195,1,Test,0.9350631446872039,1
AMD11153,0,Test,3.690044635318633e-06,0
AFI49431,1,Test,0.9883125603698559,1
ALL26409,1,Test,0.9483629603125364,1
AKJ21731,0,Test,4.134868852998988e-05,0
LC556375,0,Test,0.5449215191674648,1
AYR18519,0,Test,0.02729502242820193,0
ATY72312,0,Test,0.00011386336500518088,0
ANC28678,1,Test,0.9543886731585297,1
AWH65932,0,Test,0.014915186402705581,0
AFD98834,1,Test,0.9876537893959034,1
QBQ01839,1,Test,0.960301655798735,1
AOL02453,1,Test,0.9994790053627333,1
AVQ05264,1,Test,0.946029000922305,1
AFD98750,1,Test,0.9925574995874773,1
YP_009200735,0,Test,0.028009978764149897,0
YP_001351684,0,Test,0.006662196669462549,0
AVU05368,0,Test,4.293768790180991e-05,0
AIV41885,1,Test,0.9993131068506088,1
AVY53336,0,Test,8.839988123422305e-05,0
ASR18938,0,Test,0.00034972968626381684,0
ABG89301,0,Test,0.0013931693445600431,0
AIV41855,1,Test,0.9993443106452633,1
ARE29967,1,Test,0.9902008173474761,1
ARC95227,0,Test,0.020355827520175028,0
AWA45274,0,Test,0.00016164898717424702,0
QEY10633,1,Test,0.7813930503615317,1
AKJ22211,0,Test,9.253375413414369e-05,0
AIN52094,0,Test,5.821651701155142e-05,0
AYR18634,0,Test,0.002779026279437936,0
ABN10927,0,Test,0.003965009966031642,0
AFG19726,0,Test,8.246293484185056e-05,0
QDI73610,0,Test,0.7680639736667445,1
AFU35748,0,Test,0.00013410498225833228,0
AIA62212,0,Test,0.00015819910578524746,0
AKL59401,1,Test,0.9473645503478516,1
QDP16206,1,Test,0.8852591090621376,1
AID56685,0,Test,5.6238454399870256e-05,0
QCQ19828,0,Test,0.0001961929261829356,0
ANC28645,1,Test,0.9531369465315908,1
ANI85770,0,Test,7.538051001298107e-05,0
AYR18643,0,Test,0.002605904741872996,0
AMR60833,0,Test,6.204532724161124e-05,0
QOU12295,0,Test,0.00010007275244274247,0
AY463059,1,Test,0.9997852889813562,1
AVN89354,0,Test,0.7971147916541504,1
AVZ61099,0,Test,0.2193022782212009,0
ASU90230,1,Test,0.9451044999542321,1
QFG01694,0,Test,7.933956559683981e-05,0
AID57099,0,Test,7.903903499266003e-05,0
AFB74181,0,Test,0.00016270975107047134,0
FJ959407,1,Test,0.9996662863399545,1
APR64495,0,Test,0.00029149471245233394,0
AIV41813,1,Test,0.9995270624031839,1
ABP38253,0,Test,0.14346106464201547,0
AIN52112,0,Test,5.728751312879313e-05,0
DQ640652,1,Test,0.9998946205053804,1
QGQ60258,0,Test,9.96332571124344e-05,0
AKJ22139,0,Test,9.83215927289177e-05,0
ALA50088,1,Test,0.9955178515961461,1
ASU90439,1,Test,0.9494643497012335,1
AY687371,1,Test,0.9997935678413177,1
QEH62669,0,Test,0.0008984683894846025,0
ACT10854,0,Test,4.07521009251465e-06,0
ALW82742,1,Test,0.9297022273514125,1
KJ473812,0,Test,0.002124395798812324,0
AIV41999,1,Test,0.9996099088605588,1
DQ412042,0,Test,0.005549143588248632,0
AFU35749,0,Test,6.360296521626394e-05,0
ANI85734,0,Test,7.58911994340266e-05,0
AY394981,1,Test,0.9997428174662263,1
ACO72884,0,Test,0.0035495511528957496,0
DQ648856,0,Test,0.006874054415973294,0
AY654624,1,Test,0.9998851667821806,1
AY304488,1,Test,0.9996917257875894,1
QHA24678,1,Test,0.7991065302082967,1
ART85704,0,Test,8.878825330372899e-05,0
AGT51451,1,Test,0.8931101571427147,1
AML22777,0,Test,0.006378687288300088,0
DQ022305,0,Test,0.028128466192552146,0
ABC72414,0,Test,0.0020034542088465156,0
ALR74757,0,Test,7.8235704159032e-05,0
AY394978,1,Test,0.9997360445296245,1
ANF29195,1,Test,0.9402996322924975,1
AKJ22007,0,Test,7.636146007558628e-05,0
AID56781,0,Test,5.390535883514469e-05,0
AYF53093,0,Test,5.554635073947634e-06,0
AMD11118,0,Test,4.036483762664736e-05,0
AYR18591,0,Test,0.0005849678852171245,0
QBO24669,0,Test,8.650181438557396e-05,0
AID56871,0,Test,7.266369501320674e-05,0
AY394980,1,Test,0.09116901609864748,0
AYR18487,0,Test,0.0021559112592634197,0
QCO95392,0,Test,0.00012398076977974823,0
AKJ21923,0,Test,6.670177796950616e-05,0
QEE80071,0,Test,0.0002627803150721325,0
QKV43775,0,Test,0.00017624355491479275,0
QED40665,0,Test,0.00018403193102075225,0
YP_009113025,0,Test,0.003017681065346675,0
ANI85758,0,Test,8.364775955174101e-05,0
YP_009047204,1,Test,0.9101694547500913,1
ANI69900,1,Test,0.9256100287265973,1
ABQ57216,0,Test,0.0017359237095349836,0
DQ412578,1,Test,0.9997667974372045,1
APX55541,0,Test,0.00019371757730033342,0
QCQ19906,0,Test,0.00013472966451021952,0
QCQ19924,0,Test,0.0005693995466556297,0
QCQ19930,0,Test,0.00014058414795795852,0
QED58401,0,Test,8.146407650362709e-05,0
ANF29261,1,Test,0.945942523013113,1
AWM11462,0,Test,0.00010840387286879638,0
QNL24121,0,Test,0.0007231867280073276,0
AYR18555,0,Test,0.015769290921303816,0
ANA67911,0,Test,0.00018772628894641094,0
AVU05473,0,Test,6.810792858211186e-05,0
AIV41879,1,Test,0.9997518100554501,1
QER90704,0,Test,0.02569217871875097,0
AGT51331,1,Test,0.9890158059587952,1
ASU90681,1,Test,0.9487785009133337,1
ABP38306,0,Test,0.10693812065935297,0
AKJ21713,0,Test,4.9465520733292994e-05,0
ASB30081,0,Test,0.00016803369165277514,0
ABD75601,1,Test,0.9926606406860112,1
ALR84908,0,Test,0.0002637706919554756,0
QCQ19846,0,Test,4.577133046868952e-05,0
DQ412575,1,Test,0.9998444911188499,1
ALA49803,1,Test,0.9717405761474245,1
AYR18670,0,Test,0.003162778541031899,0
DQ412617,1,Test,0.9997170434192132,1
QGQ60318,0,Test,4.77273253547278e-05,0
ADC35461,0,Test,2.122589232598753e-06,0
YP_009555241,1,Test,0.9718708952901114,1
AY772062,1,Test,0.9997985330383279,1
YP_009724390,1,Test,0.9688854817367114,1
