Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim,Human,Source,Human_prob,Predicted
AMD11175,Feline coronavirus],Feline,Alpha other,30.93,30.92,31.77,34.47,32.21,44.36,45.84,45.84,0,Train,3.422322378673988e-12,0
AMD11142,Feline coronavirus],Feline,Alpha other,30.93,30.92,31.77,34.47,32.21,44.36,45.84,45.84,0,Train,3.808056659486435e-12,0
AMD11153,Feline coronavirus],Feline,Alpha other,30.93,30.92,31.77,34.47,32.21,44.36,45.84,45.84,0,Test,3.603128034930549e-12,0
AMD11197,Feline coronavirus],Feline,Alpha other,30.93,30.92,31.77,34.47,32.08,44.38,45.84,45.84,0,Train,6.457791782102732e-12,0
AMD11230,Feline coronavirus],Feline,Alpha other,30.93,30.92,31.77,34.47,32.21,44.36,45.84,45.84,0,Train,4.124749246837232e-12,0
ASB16887,Feline coronavirus],Feline,Alpha other,31.31,31.82,35.96,37.33,35.76,44.51,45.93,45.93,0,Train,1.0728305199204497e-11,0
AMD11208,Feline coronavirus],Feline,Alpha other,30.93,30.8,31.73,34.47,32.21,44.54,45.76,45.76,0,Train,5.683799720691541e-12,0
ADL71497,Feline coronavirus UU34],Feline,Alpha other,31.13,31.2,35.43,37.13,36.16,44.23,45.6,45.6,0,Train,6.738806518322909e-11,0
AJO27003,Feline coronavirus],Feline,Alpha other,31.14,30.92,32.4,36.44,31.63,43.94,45.04,45.04,0,Train,1.7863659900159108e-10,0
ADL71476,Feline coronavirus UU24],Feline,Alpha other,32.35,31.5,32.26,37.0,35.87,43.9,45.74,45.74,0,Train,8.681416998910188e-11,0
ADC35472,Feline coronavirus UU23],Feline,Alpha other,31.04,30.3,34.72,33.25,34.92,44.32,46.35,46.35,0,Train,2.490203833163836e-10,0
NP_073551,Human coronavirus 229E],Homo sapiens,hCoV229E,31.07,34.8,35.82,32.64,33.29,100.0,64.13,100.0,1,Train,0.3517314416817877,0
AIA62220,BtMf-AlphaCoV/HuB2013],Bat,Other,31.77,31.02,34.26,32.34,31.52,50.38,47.31,50.38,0,Train,1.2194947650071429e-08,0
AFR79257,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,94.8,63.22,94.8,1,Train,0.9479185156615731,1
AGT21360,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,95.57,63.22,95.57,1,Train,0.96311501806406,1
ADC35461,Feline coronavirus UU22],Feline,Alpha other,31.04,30.3,34.88,33.78,34.92,44.48,46.51,46.51,0,Test,2.6819161410277956e-10,0
AGT21367,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,95.4,63.22,95.4,1,Train,0.9718220964821236,1
YP_009199790,BtRf-AlphaCoV/HuB2013],Bat,Alpha other,31.45,30.26,31.28,33.38,32.57,51.11,46.97,51.11,0,Train,6.634292185168528e-07,0
ACT10916,Feline coronavirus UU15],Feline,Alpha other,30.54,30.73,36.44,33.04,35.97,44.33,45.28,45.28,0,Train,8.455992689970767e-10,0
AGT21345,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,95.4,63.22,95.4,1,Test,0.9665689839727852,1
AFR79250,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,94.8,63.22,94.8,1,Train,0.9630076032302834,1
ARB07425,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,94.8,63.3,94.8,1,Train,0.9589312792038772,1
ADO39850,Feline coronavirus UU30],Feline,Alpha other,31.23,30.67,35.36,33.55,32.11,44.7,41.45,44.7,0,Train,4.494027398357744e-11,0
AJO26983,Feline coronavirus],Feline,Alpha other,31.36,31.17,32.65,36.61,32.22,43.99,45.01,45.01,0,Train,4.496874643918984e-10,0
ARK08620,Human coronavirus 229E],Homo sapiens,hCoV229E,31.32,34.8,35.98,32.57,33.29,94.12,63.1,94.12,1,Train,0.9479544684136368,1
ADL71486,Feline coronavirus UU31],Feline,Alpha other,31.48,30.96,35.74,37.33,32.15,44.59,45.57,45.57,0,Train,4.0884470985412944e-10,0
QJY77954,Human coronavirus 229E],Homo sapiens,hCoV229E,31.32,34.8,35.98,32.57,33.29,94.2,63.18,94.2,1,Train,0.9439058974371284,1
ARK08642,Human coronavirus 229E],Homo sapiens,hCoV229E,31.32,34.8,35.98,32.57,33.29,94.29,63.27,94.29,1,Train,0.9523223917432292,1
ARX11396,Human coronavirus 229E],Homo sapiens,hCoV229E,31.19,34.8,35.98,32.57,33.29,94.8,63.3,94.8,1,Train,0.9713464756964628,1
AEK25521,Feline coronavirus UU54],Feline,Alpha other,31.19,31.16,35.47,33.24,31.69,43.98,45.77,45.77,0,Train,8.909418792132461e-12,0
QJY77978,Human coronavirus 229E],Homo sapiens,hCoV229E,31.32,34.8,35.98,32.57,33.29,94.12,63.01,94.12,1,Train,0.9536512749594224,1
ADL71455,Feline coronavirus UU18],Feline,Alpha other,31.62,31.2,35.63,36.52,36.05,44.76,45.54,45.54,0,Train,9.365679882840355e-11,0
AST12964,Human coronavirus 229E],Homo sapiens,hCoV229E,31.07,34.64,35.82,32.44,33.16,94.03,62.93,94.03,1,Train,0.9166445905209326,1
QJY77970,Human coronavirus 229E],Homo sapiens,hCoV229E,31.1,34.8,35.98,32.1,32.94,93.18,62.59,93.18,1,Train,0.9637115011829644,1
QJY77946,Human coronavirus 229E],Homo sapiens,hCoV229E,31.45,30.95,35.98,32.7,33.42,93.86,62.84,93.86,1,Train,0.8799884246448045,1
YP_009199609,BtMr-AlphaCoV/SAX2011],Bat,Alpha other,30.2,30.36,35.44,33.12,32.08,49.62,46.0,49.62,0,Train,8.550791408451052e-08,0
ACT10927,Feline coronavirus UU16],Feline,Alpha other,31.23,30.75,34.98,35.95,35.82,43.61,44.72,44.72,0,Train,3.821744706154319e-11,0
ALA50256,Camel alphacoronavirus],Camels,hCoV229E,31.54,35.13,36.71,33.46,32.94,94.29,64.6,94.29,0,Train,0.1462449032619059,0
QEO75985,Human coronavirus 229E],Homo sapiens,hCoV229E,31.07,34.64,35.82,32.44,33.16,94.12,63.33,94.12,1,Train,0.9439664964722626,1
QEG03785,Human coronavirus 229E],Homo sapiens,hCoV229E,31.07,34.64,35.82,32.44,33.16,94.12,63.33,94.12,1,Train,0.9494916620363374,1
AUG98130,Feline coronavirus],Feline,Alpha other,30.36,30.55,31.27,33.03,36.01,44.37,45.66,45.66,0,Train,4.5620178020585455e-12,0
ADO39817,Feline coronavirus UU40],Feline,Alpha other,31.35,30.92,35.42,37.0,32.41,44.34,45.58,45.58,0,Train,1.7689154659882768e-10,0
YP_009328935,NL63-related bat coronavirus],Bat,Other,32.25,31.89,34.89,32.37,32.28,55.76,51.19,55.76,0,Train,9.568984151606908e-09,0
YP_009194639,Camel alphacoronavirus],Camels,hCoV229E,31.54,35.13,36.71,33.33,32.94,94.46,64.6,94.46,0,Train,0.1536473636329319,0
AUG98141,Feline coronavirus],Feline,Alpha other,30.49,30.43,31.52,33.03,36.01,44.17,45.38,45.38,0,Train,1.3514048358518664e-11,0
AUG98119,Feline coronavirus],Feline,Alpha other,30.49,30.43,31.52,33.03,36.01,44.37,45.74,45.74,0,Train,4.822664911626426e-12,0
QHA24703,Rhinolophus affinis bat coronavirus HKU2-related],Bat,Other,32.05,32.93,31.22,31.92,30.34,32.44,33.18,33.18,0,Train,2.5132791103202005e-08,0
ARA15429,Human coronavirus 229E],Homo sapiens,hCoV229E,30.94,34.48,35.98,32.32,33.03,94.2,63.27,94.2,1,Train,0.9364979627470984,1
ADO39839,Feline coronavirus UU20],Feline,Alpha other,31.4,30.67,35.4,36.61,35.82,44.54,45.5,45.5,0,Train,4.5142248578464835e-11,0
ALA50137,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.54,64.6,94.54,0,Test,0.1268189857808295,0
AGT52080,Feline coronavirus],Feline,Alpha other,31.67,31.39,35.77,36.92,32.38,44.44,45.4,45.4,0,Train,4.835189854338752e-12,0
ALA50249,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.2,64.6,94.2,0,Train,0.3225840446898166,0
ALA50165,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.37,64.6,94.37,0,Train,0.1919997139082193,0
ALA50130,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.46,64.6,94.46,0,Train,0.142501104449619,0
ALA50088,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.37,64.6,94.37,0,Test,0.1938211829990272,0
ATI09437,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.55,33.33,32.94,94.29,64.6,94.29,0,Train,0.1927675883761431,0
ACT10970,Feline coronavirus UU9],Feline,Alpha other,31.23,31.08,32.17,37.15,32.59,44.31,41.33,44.31,0,Train,3.2891619443876384e-10,0
ALA50151,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.71,33.33,32.94,94.37,64.6,94.37,0,Train,0.1770047167475447,0
ADL71466,Feline coronavirus UU21],Feline,Alpha other,31.47,31.44,34.55,33.07,34.92,43.93,46.17,46.17,0,Train,3.710691328237074e-11,0
ALA50123,Camel alphacoronavirus],Camels,hCoV229E,31.41,34.97,36.55,33.33,32.94,94.2,64.51,94.2,0,Test,0.2207369659391202,0
ASU62499,Feline coronavirus],Feline,Alpha other,30.75,31.8,32.71,33.6,35.93,44.93,46.01,46.01,0,Train,3.8249038982117395e-12,0
AFI49431,Alpaca respiratory coronavirus],Bovinae other,hCoV229E,31.28,34.8,36.71,33.33,32.94,94.37,64.6,94.37,0,Train,0.1716856386736548,0
ACT10906,Feline coronavirus UU5],Feline,Alpha other,30.18,30.24,31.27,31.49,35.7,44.13,44.53,44.53,0,Train,3.1605280922279445e-10,0
AEK25511,Feline coronavirus UU47],Feline,Alpha other,30.75,30.71,35.56,36.64,31.4,43.72,43.3,43.72,0,Train,4.162067962156461e-12,0
ACT10959,Feline coronavirus UU3],Feline,Alpha other,30.41,31.05,31.32,34.34,31.95,44.59,45.38,45.38,0,Train,6.091417870233346e-11,0
ALA50144,Camel alphacoronavirus],Camels,hCoV229E,31.15,34.64,36.39,33.07,32.67,94.12,64.43,94.12,0,Train,0.1757168088951069,0
ADO39828,Feline coronavirus UU19],Feline,Alpha other,35.32,30.53,35.02,37.17,36.27,44.48,41.13,44.48,0,Train,1.767590333852743e-10,0
YP_001552236,Rhinolophus bat coronavirus HKU2],Bat,Other,31.14,30.72,28.72,30.36,30.6,30.03,35.58,35.58,0,Train,1.8423509335403706e-07,0
AYF53093,Feline alphacoronavirus 1],Feline,Alpha other,35.67,30.71,35.45,36.82,35.93,44.34,45.44,45.44,0,Train,1.0923814008301894e-10,0
ACT10887,Feline coronavirus UU4],Feline,Alpha other,31.37,30.35,31.81,32.55,31.96,44.77,41.78,44.77,0,Train,3.897293859776666e-09,0
AFU92113,Rousettus bat coronavirus HKU10],Bat,Other,31.13,31.81,30.02,35.5,33.42,49.53,46.52,49.53,0,Train,7.357261097950409e-09,0
ADL71446,Feline coronavirus UU17],Feline,Alpha other,35.15,29.89,35.7,37.41,35.87,44.25,45.4,45.4,0,Train,4.4623983673624357e-10,0
YP_006908642,Rousettus bat coronavirus HKU10],Bat,Other,31.13,31.81,30.02,35.5,33.42,49.44,46.22,49.44,0,Train,5.691501795165304e-08,0
APD51491,NL63-related bat coronavirus],Bat,Other,30.74,30.92,35.61,33.94,32.14,52.11,47.57,52.11,0,Test,1.7331179275898977e-07,0
AYR18455,Alphacoronavirus sp.],Bat,Alpha other,36.38,36.62,34.38,31.75,32.03,48.81,45.1,48.81,0,Train,2.9921073375203594e-08,0
ABQ57216,Rhinolophus bat coronavirus HKU2],Bat,Other,31.23,30.73,29.1,29.43,30.69,30.03,35.81,35.81,0,Train,1.4219994329423746e-07,0
ABQ57224,Rhinolophus bat coronavirus HKU2],Bat,Other,31.23,30.73,29.1,30.07,30.69,30.03,35.81,35.81,0,Train,1.9841923241861347e-07,0
AIA62271,Alphacoronavirus BtMs-AlphaCoV/GS2013],Bat,Alpha other,29.09,28.52,30.66,32.73,32.4,51.41,48.14,51.41,0,Train,5.308099431856346e-06,0
QHA24724,Hipposideros pomona bat coronavirus CHB25],Bat,Other,35.15,35.45,35.47,34.94,32.44,50.9,47.76,50.9,0,Test,1.4184522466903557e-07,0
AYR18418,Alphacoronavirus sp.],Bat,Alpha other,36.45,36.45,34.37,31.63,31.19,48.32,45.73,48.32,0,Train,1.8963061967066235e-09,0
AYR18555,Alphacoronavirus sp.],Bat,Alpha other,36.45,36.45,34.6,31.63,31.19,48.32,45.73,48.32,0,Train,1.6761473781931836e-09,0
AYR18585,Alphacoronavirus sp.],Bat,Alpha other,36.45,36.45,34.37,31.63,31.33,48.32,45.8,48.32,0,Train,2.825101491500362e-09,0
QHA24665,Rousettus aegyptiacus bat coronavirus 229E-related],Bat,Other,30.4,34.25,35.42,31.94,32.16,75.75,67.95,75.75,0,Train,0.0678213145428833,0
QJF53977,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.86,31.12,30.51,30.74,29.97,31.32,35.58,35.58,0,Test,2.731823351980193e-09,0
QHA24696,Scotophilus kuhlii bat coronavirus 512-related],Bat,Other,36.04,36.28,35.81,32.02,32.61,47.37,44.53,47.37,0,Test,1.7836574342521442e-08,0
AZF86130,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206679-3/2010],Bat,Alpha other,30.06,29.74,35.53,32.81,30.9,48.07,44.27,48.07,0,Train,9.401274343484176e-05,0
AYR18442,Alphacoronavirus sp.],Bat,Alpha other,36.38,36.27,35.18,32.15,34.63,48.85,44.12,48.85,0,Train,1.1310986219623861e-13,0
QNL24139,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.73,30.99,30.56,30.61,29.85,31.16,35.41,35.41,0,Train,2.9128093805398194e-09,0
AYR18579,Alphacoronavirus sp.],Bat,Alpha other,35.91,36.27,35.59,32.31,31.76,48.83,45.92,48.83,0,Test,4.8860741823325996e-09,0
AYR18461,Alphacoronavirus sp.],Bat,Alpha other,35.91,36.27,35.84,32.31,31.76,48.92,45.93,48.92,0,Train,3.574753512629334e-09,0
AYR18537,Alphacoronavirus sp.],Bat,Alpha other,35.73,36.09,35.59,32.18,31.63,48.83,45.92,48.83,0,Test,6.189261164190676e-09,0
AYR18448,Alphacoronavirus sp.],Bat,Alpha other,36.27,36.27,34.53,31.49,31.06,48.23,45.65,48.23,0,Train,1.659190598411992e-09,0
QEH62669,Swine enteric alphacoronavirus],Pigs,Alpha other,30.96,31.31,30.56,30.74,30.1,31.32,35.58,35.58,0,Test,3.339943657274242e-09,0
ATN23889,Rhinolophus bat coronavirus HKU2],Bat,Other,30.96,31.31,30.56,30.0,30.1,31.47,35.75,35.75,0,Train,3.1514732033196064e-09,0
AXY04083,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,30.1,31.32,35.58,35.58,0,Train,3.952097950262844e-09,0
QAS69029,Porcine enteric alphacoronavirus],Pigs,Other,30.96,31.31,30.56,30.74,30.1,31.32,35.58,35.58,0,Train,4.892539605335746e-09,0
QID98969,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,30.1,31.47,35.75,35.75,0,Test,2.984024104645226e-09,0
QJF53986,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,30.1,31.32,35.58,35.58,0,Train,3.340770592950766e-09,0
AVM80466,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,29.97,31.32,35.58,35.58,0,Train,3.2892066296188527e-09,0
QKN89963,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,30.1,31.32,35.58,35.58,0,Train,3.170255253992654e-09,0
QDE12097,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,29.97,31.32,35.58,35.58,0,Train,3.242973167007115e-09,0
AYR18487,Alphacoronavirus sp.],Bat,Alpha other,36.38,36.38,34.31,33.05,30.31,48.85,44.76,48.85,0,Test,3.1018988771121704e-14,0
AYR18406,Alphacoronavirus sp.],Bat,Alpha other,36.38,36.38,34.31,33.05,30.31,48.85,44.69,48.85,0,Train,3.8291467087104356e-14,0
AYR18549,Alphacoronavirus sp.],Bat,Alpha other,35.73,36.09,35.59,32.18,31.76,48.74,46.0,48.74,0,Train,5.360144851723621e-09,0
QNL24121,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.96,31.31,30.56,30.74,29.97,31.32,35.58,35.58,0,Train,3.9736389622429245e-09,0
AYR18531,Alphacoronavirus sp.],Bat,Alpha other,35.73,36.09,35.49,32.17,31.9,48.83,45.85,48.83,0,Train,5.8915226562306486e-09,0
AYR18525,Alphacoronavirus sp.],Bat,Alpha other,35.55,35.91,36.01,32.04,31.9,48.74,45.82,48.74,0,Test,5.017466309657113e-09,0
AXP98439,Swine acute diarrhea syndrome coronavirus],Pigs,Other,31.05,32.49,30.65,30.74,30.23,31.27,35.69,35.69,0,Train,3.7343604949972825e-09,0
AYR18519,Alphacoronavirus sp.],Bat,Alpha other,35.73,36.09,35.49,32.3,32.09,48.92,45.93,48.92,0,Test,3.9801752584029e-09,0
AYR18493,Alphacoronavirus sp.],Bat,Alpha other,36.38,36.38,34.64,33.19,30.31,49.23,44.17,49.23,0,Train,3.91123995925542e-14,0
QNL24130,Swine acute diarrhea syndrome coronavirus],Pigs,Other,30.82,31.17,30.31,30.61,29.85,31.01,35.41,35.41,0,Test,2.440936294674618e-09,0
AYR18436,Alphacoronavirus sp.],Bat,Alpha other,34.36,35.91,34.97,31.91,34.81,48.68,44.43,48.68,0,Test,3.86096012988209e-15,0
AYR18499,Alphacoronavirus sp.],Bat,Alpha other,34.36,35.91,34.97,31.91,34.81,48.68,44.43,48.68,0,Train,3.3129253757649407e-15,0
AYR18561,Alphacoronavirus sp.],Bat,Alpha other,36.2,36.2,34.48,33.05,30.31,48.85,44.9,48.85,0,Train,2.1856065459068932e-14,0
QDF43790,Coronavirus BtSk-AlphaCoV/GX2018A],Bat,Alpha other,31.16,35.91,31.57,32.3,34.81,48.59,44.08,48.59,0,Train,1.5186090888177947e-14,0
YP_001351684,Scotophilus bat coronavirus 512],Bat,Other,36.2,36.2,35.34,32.48,30.08,48.94,44.66,48.94,0,Train,5.780922659317192e-13,0
AYR18591,Alphacoronavirus sp.],Bat,Alpha other,31.52,35.91,34.97,32.91,30.0,49.11,44.2,49.11,0,Train,1.721416334154435e-14,0
AYR18505,Alphacoronavirus sp.],Bat,Alpha other,34.2,35.73,35.13,32.76,34.52,48.42,44.43,48.42,0,Train,1.1651542595998031e-14,0
QHA24718,Miniopterus schreibersii bat coronavirus 1-related],Bat,Other,31.39,32.46,30.46,31.87,32.48,47.37,44.24,47.37,0,Train,9.285002054404832e-07,0
AFG19742,Canine coronavirus],Dogs,Alpha other,32.46,31.74,36.68,33.46,33.46,47.23,46.84,47.23,0,Train,1.17851629210521e-05,0
AYR18567,Alphacoronavirus sp.],Bat,Alpha other,31.38,35.73,34.97,32.77,30.0,48.81,44.07,48.81,0,Train,2.6179256894338434e-14,0
AYR18573,Alphacoronavirus sp.],Bat,Alpha other,31.38,35.73,34.97,32.77,30.0,49.28,44.2,49.28,0,Train,1.7241783288737352e-14,0
AYR18412,Alphacoronavirus sp.],Bat,Alpha other,36.02,36.02,34.64,33.33,30.31,48.77,44.35,48.77,0,Train,6.706121223157217e-15,0
AYR18430,Alphacoronavirus sp.],Bat,Alpha other,36.02,36.02,34.64,33.33,30.31,48.77,44.35,48.77,0,Train,5.363634180613896e-15,0
AYR18467,Alphacoronavirus sp.],Bat,Alpha other,35.84,36.02,34.48,33.33,30.31,48.68,44.35,48.68,0,Train,1.0327228847616383e-14,0
AFG19726,Canine coronavirus],Dogs,Alpha other,32.32,31.39,36.52,34.09,33.68,47.22,46.92,47.22,0,Test,1.4181759736422382e-06,0
AYR18473,Alphacoronavirus sp.],Bat,Alpha other,31.38,35.55,35.13,32.76,30.25,49.15,44.07,49.15,0,Train,1.2840207990523342e-14,0
YP_009755890,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015],Bat,Alpha other,30.06,29.47,35.52,32.55,31.51,47.82,44.27,47.82,0,Train,3.57244705731205e-05,0
AYR18513,Alphacoronavirus sp.],Bat,Alpha other,35.73,35.73,34.8,31.91,35.1,48.08,44.3,48.08,0,Train,5.0302614375561456e-14,0
AZF86118,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011],Bat,Alpha other,29.3,29.42,32.63,32.64,30.96,49.36,44.76,49.36,0,Train,1.3136619300446282e-05,0
AFD98771,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.94,29.65,35.79,33.42,32.41,63.98,98.82,98.82,1,Train,0.9874100325191034,1
AYR18400,Alphacoronavirus sp.],Bat,Alpha other,29.83,35.55,34.8,31.91,34.45,48.76,44.21,48.76,0,Train,2.6473045475840728e-14,0
AYR18424,Alphacoronavirus sp.],Bat,Alpha other,29.8,35.55,34.8,31.91,34.45,48.48,43.98,48.48,0,Train,2.6393447250176362e-14,0
AFD98778,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.73,35.79,33.42,32.63,64.07,98.89,98.89,1,Train,0.9934246166513868,1
AFX81108,Canine coronavirus],Dogs,Alpha other,32.32,30.96,36.52,34.35,33.98,47.06,46.84,47.06,0,Train,2.222187887561381e-06,0
QED88012,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.69,29.65,35.79,33.42,32.37,63.98,98.75,98.75,1,Train,0.9743377355207108,1
AFU92131,Hipposideros bat coronavirus HKU10],Bat,Other,29.31,33.68,34.57,33.51,31.17,49.57,45.35,49.57,0,Test,2.1342579117467954e-09,0
APF29071,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.66,29.73,35.79,33.42,32.63,63.98,98.97,98.97,1,Train,0.9863403297569594,1
AYR18481,Alphacoronavirus sp.],Bat,Alpha other,35.73,35.37,34.97,31.91,34.45,48.16,44.21,48.16,0,Train,1.4628468958521433e-14,0
AFU92122,Hipposideros bat coronavirus HKU10],Bat,Other,29.31,33.68,34.57,33.51,31.17,49.49,45.28,49.49,0,Train,2.2797362692337044e-09,0
AFX81098,Canine coronavirus],Dogs,Alpha other,32.32,30.96,36.52,34.35,33.98,47.06,46.84,47.06,0,Train,3.6753601889237136e-06,0
AWK59931,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.69,29.65,35.96,33.55,32.5,64.15,98.89,98.89,1,Train,0.984166069971326,1
ARU07594,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.77,29.36,35.79,33.77,32.24,63.98,96.53,96.53,1,Train,0.9902769785291368,1
AFU92095,Hipposideros bat coronavirus HKU10],Bat,Other,29.44,33.68,34.19,32.98,31.04,49.49,45.65,49.49,0,Train,9.918401430872856e-11,0
AFU92086,Hipposideros bat coronavirus HKU10],Bat,Other,29.31,33.68,34.25,33.38,31.04,49.49,45.72,49.49,0,Train,7.209688367251569e-11,0
QDF43800,Coronavirus BtSk-AlphaCoV/GX2018C],Bat,Alpha other,35.66,35.55,31.44,30.77,34.45,48.33,44.53,48.33,0,Train,7.459817975889936e-14,0
AFU92070,Hipposideros bat coronavirus HKU10],Bat,Other,29.31,33.68,34.19,33.11,31.04,49.49,45.8,49.49,0,Train,9.940519982045404e-11,0
ACA52157,Bat coronavirus 1B],Bat,Other,30.91,31.46,34.41,32.46,32.41,47.04,43.1,47.04,0,Train,4.066704271204417e-07,0
ADB28907,Canine coronavirus],Dogs,Alpha other,31.82,31.64,36.04,34.35,33.59,47.12,47.0,47.12,0,Train,1.304178748853265e-06,0
AFD98827,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.93,35.85,33.46,32.24,64.07,99.34,99.34,1,Train,0.9866900268131152,1
AFD98750,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.66,29.93,35.79,33.64,32.24,64.15,96.9,96.9,1,Train,0.9880602146796462,1
AKA65829,Canine coronavirus],Dogs,Alpha other,32.07,31.51,36.52,34.35,33.85,47.67,47.32,47.67,0,Train,2.739153145416959e-05,0
AGT51380,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.62,35.79,33.77,32.24,64.15,97.12,97.12,1,Train,0.9914517937717844,1
AKV62755,Porcine respiratory coronavirus],Pigs,Alpha other,31.34,30.55,36.46,37.87,33.25,46.54,46.53,46.54,0,Train,0.0027215770289279,0
AMB66488,Transmissible gastroenteritis virus],Pigs,Alpha other,32.11,31.55,36.52,37.52,33.68,46.8,46.6,46.8,0,Train,9.241394326296478e-07,0
QED88033,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.62,35.79,33.46,32.24,63.98,96.98,96.98,1,Test,0.9917090181481756,1
AFD98757,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.62,35.79,33.77,32.24,64.07,96.98,96.98,1,Test,0.9900503466999788,1
ARE29961,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.62,35.79,33.77,32.24,64.15,99.04,99.04,1,Train,0.9869639146183928,1
AEQ61968,Canine coronavirus],Dogs,Alpha other,31.74,30.96,36.41,34.03,32.77,47.09,44.11,47.09,0,Train,0.0016891998534592,0
ABG89317,PRCV ISU-1],Pigs,Alpha other,31.98,31.76,35.73,37.69,33.33,47.05,46.46,47.05,0,Train,0.0024998377171249,0
ARE29967,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.32,29.37,35.63,33.64,32.24,64.07,98.97,98.97,1,Train,0.9865739956978408,1
AGT51324,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.93,35.79,33.46,32.24,64.15,99.34,99.34,1,Train,0.9721992173500184,1
APF29061,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.93,35.96,33.9,32.55,64.32,99.26,99.26,1,Test,0.9807010302520136,1
AGZ84526,Feline infectious peritonitis virus],Feline,Alpha other,32.08,30.98,36.68,34.17,32.96,47.1,46.89,47.1,0,Train,3.769426848829475e-06,0
ARK08627,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.93,35.79,33.46,32.24,64.15,99.41,99.41,1,Train,0.98725451060261,1
AGT51331,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.93,35.79,33.46,32.24,64.15,99.48,99.48,1,Test,0.9881286830960496,1
AIA62200,BtMf-AlphaCoV/AH2011],Bat,Other,31.44,32.5,30.21,31.48,32.09,47.75,43.87,47.75,0,Train,8.428280461789033e-06,0
AFD98806,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.57,29.93,35.79,33.46,32.24,64.15,99.85,99.85,1,Test,0.9833382923252068,1
QDF43795,Coronavirus BtSk-AlphaCoV/GX2018B],Bat,Alpha other,35.48,35.37,31.44,30.63,34.28,48.16,44.39,48.16,0,Test,7.935942473907842e-14,0
QED88019,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.53,35.79,33.29,32.24,63.89,98.75,98.75,1,Train,0.9766025220423415,1
AFD98785,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.93,35.63,33.46,32.41,64.32,99.71,99.71,1,Train,0.9786617273216134,1
QED88026,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.93,35.79,33.46,32.24,63.89,98.53,98.53,1,Train,0.9752091299754124,1
AFD98834,Human coronavirus NL63],Homo sapiens,hCoVNL63,30.78,29.93,35.63,33.46,32.24,64.24,99.78,99.78,1,Train,0.9838595093988104,1
