Accession,Virus,Host_agg,Species_agg,vsWuhan,vsTor2,vsMers,vsOC43,vsHKU1,vs229E,vsNL63,MaxSim
QOT61934,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,75.02,34.58,37.79,35.95,31.11,31.31,98.59
QOT58948,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.82,75.02,34.85,37.79,35.95,31.05,31.3,98.82
QNO92543,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,75.02,34.25,37.93,36.08,31.11,31.27,98.74
QNO79403,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.51,75.1,34.75,37.79,35.95,31.11,31.31,98.51
QOP91947,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,74.86,34.91,37.79,35.95,31.05,31.14,98.74
QKQ63760,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.84,75.8,35.23,37.98,35.93,30.78,31.06,99.84
QJR93861,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,75.02,34.61,37.79,35.95,30.98,31.31,98.59
QNV50082,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.86,34.44,37.79,35.95,31.11,31.31,98.66
QOP92583,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,75.02,34.48,37.79,35.95,31.11,31.31,98.59
QOT60147,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.86,34.79,37.79,35.95,31.05,31.3,98.66
QNO70919,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.09,74.71,35.24,37.79,35.91,31.02,30.99,97.09
QOP96528,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.94,34.91,37.79,35.95,31.05,31.14,98.66
QMT52729,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,99.61,75.65,35.05,37.98,35.93,30.78,31.06,99.61
QOQ25447,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.86,34.59,37.79,35.95,31.11,30.65,98.66
QOQ02790,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.82,75.02,34.53,37.11,35.54,30.59,30.79,98.82
QNP02515,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,75.1,38.44,37.79,35.95,31.11,31.31,97.8
QNO83411,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.78,34.91,37.79,35.95,31.11,31.31,98.43
QNO64475,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,74.94,34.34,37.79,35.95,31.11,31.27,98.59
QKV39839,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.82,74.78,34.06,36.7,34.73,29.93,30.1,98.82
MG772934,Bat SARS-like coronavirus isolate bat-SL-CoVZXC21,Bat,Sarbecovirus,80.32,76.94,33.33,37.42,35.19,33.8,30.65,80.32
QNO31340,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.86,34.39,37.79,35.95,31.11,31.27,98.43
QOE87304,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.35,74.94,34.39,37.79,35.95,31.11,30.65,98.35
QOQ23050,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,75.02,34.28,37.79,35.95,31.11,31.31,98.19
QOP81619,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.66,74.78,34.91,37.79,35.95,30.98,31.02,98.66
QNO83639,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.94,38.44,37.79,35.95,31.11,31.31,98.11
QLH01657,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.94,38.44,37.79,35.95,31.11,31.15,98.43
QOQ21766,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.09,74.94,35.0,37.79,35.95,31.11,31.15,97.09
QOT65006,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.51,74.71,34.91,37.79,35.95,31.05,31.14,98.51
QNV49602,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,74.78,34.72,37.79,35.95,31.11,31.27,98.59
KY417145,Bat SARS-like coronavirus isolate Rf4092,Bat,Sarbecovirus,74.12,78.14,33.88,37.68,34.84,34.85,30.6,78.14
QKU53385,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.0,35.24,37.45,35.56,30.79,30.94,97.96
QJR94953,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.78,34.15,37.79,35.95,31.11,30.65,98.19
QOQ03906,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.27,74.86,34.16,37.79,35.95,31.11,31.31,98.27
QOQ14800,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.78,34.63,37.79,35.95,31.11,31.31,98.43
QOQ11944,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.27,74.78,34.59,37.79,35.95,31.11,31.31,98.27
QOP99130,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.78,34.31,37.79,35.95,31.11,31.27,98.43
QOR64065,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.35,74.71,34.91,37.79,35.95,31.11,31.11,98.35
QOT48389,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.91,37.79,35.95,31.05,31.14,98.43
QJD47310,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.96,34.53,37.79,35.95,31.11,31.27,98.04
QNO85499,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.78,34.59,37.79,35.95,31.11,31.31,98.19
QOP87676,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.94,38.44,37.79,35.95,31.11,31.31,97.64
QOP81487,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.63,34.91,37.79,35.95,31.05,31.14,98.43
QJR94497,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.78,34.35,37.79,35.95,31.11,31.27,98.04
QNP07135,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.27,74.78,34.49,37.79,35.95,31.11,31.31,98.27
KU973692,UNVERIFIED: SARS-related coronavirus isolate F46,Bat,Sarbecovirus,74.28,78.22,33.79,37.68,34.63,34.47,30.43,78.22
QKV06355,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,74.71,34.53,37.79,35.95,31.11,30.65,98.59
QJR84549,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.59,74.71,34.72,37.79,35.95,31.11,31.11,98.59
QKG87050,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,77.23,34.91,37.79,35.95,31.11,31.11,97.8
QOQ06785,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.63,34.91,37.79,35.95,31.11,31.31,98.43
QKG89666,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.71,34.73,37.65,35.81,30.85,31.48,97.49
QNP00811,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.72,37.79,35.95,31.05,31.14,98.43
QNV49926,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.35,74.55,34.25,37.93,36.08,31.25,31.31,98.35
QOP83731,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.82,37.79,35.95,31.05,31.14,98.43
QMT28905,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.44,37.79,35.95,31.11,31.27,98.43
QNO77075,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.55,34.91,37.79,35.95,31.05,31.14,98.43
QNO64859,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.71,34.15,37.79,35.95,31.11,31.31,98.04
QJR91641,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.63,34.06,37.79,35.95,31.11,31.31,97.88
QJR89385,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,34.53,37.65,35.81,30.92,31.17,97.96
QNU11758,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.27,74.63,34.38,37.79,35.95,31.11,30.65,98.27
QKR84889,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.63,33.96,37.79,35.95,31.11,31.27,98.04
QNO60011,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.43,74.86,34.62,37.79,35.95,31.11,31.31,98.43
QOT68425,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.63,34.59,37.79,35.95,30.98,31.14,98.19
QJD23249,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.78,38.44,37.79,35.95,31.11,31.31,97.96
QJE38978,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.71,34.91,37.79,35.95,31.11,31.31,97.41
QNN95125,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.74,74.94,34.49,37.79,35.95,31.11,31.31,98.74
QOQ22954,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.63,34.49,37.65,35.81,30.98,31.18,98.04
QOT57688,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.63,34.53,37.79,35.95,31.05,31.3,97.96
QJR86589,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.35,74.47,34.63,37.79,35.91,31.05,31.09,98.35
QOQ16007,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.35,74.47,34.72,37.79,35.95,31.05,31.3,98.35
QNE11828,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,34.25,37.79,35.95,31.11,31.31,97.96
QNU12224,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.63,34.49,37.79,35.95,31.5,31.31,98.11
QJR94725,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.47,34.15,37.79,35.95,31.11,31.31,97.96
QOT65642,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.47,34.79,37.79,35.95,31.11,31.31,98.19
QJR92001,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.71,34.16,37.79,35.95,31.11,31.27,97.8
QNP06211,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.55,34.49,37.79,35.95,31.11,31.31,98.04
QOT56489,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.39,34.82,37.79,35.95,30.92,31.14,98.19
QOQ18803,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,34.15,37.79,35.95,31.11,31.11,97.96
QOQ05273,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.19,74.39,34.82,37.79,35.95,31.05,31.3,98.19
KY352407,Severe acute respiratory syndrome-related coronavirus strain BtKY72,Bat,Sarbecovirus,72.03,75.16,34.28,36.9,35.11,33.96,30.64,75.16
QJR94257,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.47,34.06,37.79,35.95,31.11,31.27,98.11
QKR85069,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.55,33.96,37.79,35.95,31.11,31.31,97.96
QOE87484,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.55,34.76,37.79,35.95,31.11,30.65,97.49
QOP95750,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.27,74.39,34.82,37.79,35.95,31.05,31.3,98.27
QMT57464,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.25,74.55,38.31,37.79,35.63,31.11,31.18,97.25
QOD06589,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.55,34.06,37.79,35.95,31.11,31.31,97.88
QNO64547,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.47,34.59,37.79,35.95,31.11,31.31,97.88
QNS30281,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.71,34.91,37.79,35.91,31.11,31.11,97.72
QLL35628,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.47,34.49,37.79,35.95,31.11,30.65,97.96
QOP92511,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.31,34.79,37.79,35.95,31.05,31.3,98.11
QOT47778,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.39,38.44,37.79,35.95,31.05,31.3,97.88
QNP04183,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.39,34.82,37.79,35.95,31.11,31.31,97.96
QNO92939,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.55,34.23,37.79,35.95,31.11,31.31,97.88
QNV49614,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.04,74.31,33.96,37.65,35.68,30.85,31.18,98.04
QOQ03126,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.47,34.15,37.79,35.95,31.11,31.15,97.8
QOT49433,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.47,34.06,37.79,35.95,31.11,31.11,97.96
QMT52129,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.47,33.87,37.65,35.63,31.11,31.27,97.88
QKV38040,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.57,34.49,37.79,35.95,31.11,30.65,97.8
QOP79676,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.47,33.87,37.79,35.95,31.11,31.15,97.8
QKV37752,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.39,34.4,37.79,35.95,31.11,31.27,98.11
QNO67475,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.39,34.59,37.79,35.95,31.11,31.27,97.96
QOQ01351,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.39,34.03,37.79,35.95,31.11,31.31,97.56
QNO92567,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.39,33.87,37.79,35.95,31.11,31.11,97.64
QOQ17279,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.31,34.72,37.79,35.95,31.11,31.31,97.72
QOP83623,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.31,34.82,37.79,35.95,31.05,31.3,97.88
QOW84888,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.39,34.5,37.79,35.95,31.11,31.31,97.88
QNO72671,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.41,34.91,37.79,35.95,31.05,31.14,97.72
QNO59459,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.47,34.59,37.79,35.95,31.11,30.65,97.72
QOT59667,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.39,34.59,37.79,35.95,30.98,30.52,97.8
QOQ16355,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.39,34.53,37.79,35.95,31.11,31.31,97.8
QOT55505,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.31,34.75,37.79,35.95,31.05,31.3,98.11
QKY77928,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.24,34.34,37.79,35.95,31.11,31.31,98.11
QMT52693,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,98.11,74.24,33.71,35.74,34.24,30.41,29.9,98.11
QNP06595,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.31,34.5,37.79,35.95,31.11,31.31,97.8
QOT62798,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.49,34.59,37.79,35.95,31.11,30.65,97.64
QJR87249,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,38.44,37.76,36.09,31.17,31.32,97.72
QKR84997,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.31,34.5,37.79,35.95,31.11,30.65,97.8
QNN95641,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.96,74.39,34.06,37.79,35.95,31.11,31.31,97.96
QNO87407,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,74.55,41.76,37.79,35.95,31.11,31.31,97.01
QNO67439,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.31,34.5,37.79,35.95,31.11,31.31,97.72
QOP82783,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.72,37.79,35.95,31.05,31.3,97.72
QNO89087,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.09,74.47,41.76,37.79,35.95,31.11,31.31,97.09
QNO84479,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.09,74.47,38.44,37.79,35.95,31.11,31.31,97.09
QOP84809,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.24,34.72,37.79,35.95,31.05,31.3,97.8
QOT52481,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.24,34.72,37.79,35.95,31.05,31.3,97.88
QJR92637,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.31,33.87,37.79,35.95,31.11,31.27,97.56
QJR86109,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.16,34.63,37.79,35.95,31.05,31.3,97.64
QOT64322,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.31,34.59,37.79,35.95,31.11,30.65,97.41
QOT53033,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.39,33.96,37.79,35.95,31.11,31.11,97.64
QNO63371,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,74.31,34.59,37.79,35.81,31.11,31.31,97.88
QNO97727,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.73,74.28,34.59,37.79,35.95,31.11,31.27,97.73
NC_014470,Bat coronavirus BM48-31/BGR/2008,Bat,Sarbecovirus,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22
QOH26382,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72
QOQ28514,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.16,34.72,37.79,35.95,31.05,31.3,97.72
QOT65234,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.16,34.72,37.79,35.95,31.05,31.3,97.72
YP_003858584,Bat coronavirus BM48-31/BGR/2008],Bat,Other,71.66,75.22,38.6,36.81,36.04,33.73,30.38,75.22
QJR93417,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.31,34.3,37.79,35.95,31.11,30.65,97.49
QOQ04122,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.16,34.5,37.79,35.95,31.11,31.31,97.49
QOP79569,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.27,97.72
QOT53201,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.24,34.59,37.79,35.95,31.11,31.31,97.64
QOT50453,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.16,34.72,37.79,35.95,31.05,31.3,97.72
QOW86682,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.24,34.5,37.79,35.95,31.11,31.31,97.72
QOT48497,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.24,34.59,37.79,35.95,31.11,31.31,97.56
QNO86531,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.24,34.54,37.79,35.95,31.11,31.15,97.49
QNO76679,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.16,34.82,37.79,35.95,31.05,31.3,97.8
QNO93023,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.16,34.1,37.79,35.95,31.11,31.27,97.56
QOQ28407,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.08,34.75,37.79,35.95,31.05,31.3,97.64
QNO31016,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.8,74.31,34.4,37.79,35.95,31.11,31.31,97.8
QNU10992,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.25,74.31,34.49,37.79,35.95,31.11,30.65,97.25
QNV50394,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.24,34.16,37.79,35.95,31.11,31.27,97.17
QOE87256,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.24,34.5,37.79,35.95,31.11,30.65,97.56
MG772933,Bat SARS-like coronavirus isolate bat-SL-CoVZC45,Bat,Sarbecovirus,81.0,77.02,33.31,37.7,35.35,33.82,31.25,81.0
QOD06325,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.16,34.5,37.79,35.95,31.11,30.65,97.56
QOQ28621,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.16,34.72,37.79,35.95,31.05,31.3,97.49
QOT58612,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.26,34.59,37.79,35.95,31.11,30.65,97.41
QNO91967,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.9,37.79,35.95,31.11,31.27,97.33
QOQ18947,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.08,34.59,37.79,35.95,31.05,31.3,97.72
QOQ07865,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.24,33.77,37.79,35.95,31.11,31.15,97.33
QJA17048,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,96.15,74.39,34.91,37.79,35.95,31.11,31.15,96.15
QNO84035,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.01,74.24,38.44,37.79,35.95,31.11,30.65,97.01
QLK98489,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,73.92,34.15,37.79,35.95,31.11,31.15,97.72
QKM75591,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,73.92,34.15,37.79,35.95,30.98,31.15,97.64
QNO31328,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.08,33.94,37.79,35.95,31.11,31.27,97.49
QNV49566,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,73.92,34.15,37.79,35.95,31.11,31.11,97.72
QOT55229,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.0,34.5,37.79,35.95,31.11,31.31,97.49
QNO92591,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.08,33.87,37.79,35.95,31.11,30.62,97.33
QJR90321,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.24,33.85,37.79,35.95,31.11,31.31,97.17
QNU12140,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.16,34.4,37.79,35.95,31.11,30.65,97.41
QOQ03522,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,73.92,34.6,37.79,35.95,31.05,31.3,97.41
QOP89739,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,74.0,38.44,37.79,35.95,31.05,31.3,97.41
QOT63626,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.72,74.0,34.5,37.79,35.95,31.05,31.3,97.72
QOQ04625,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,74.08,38.44,37.79,35.95,31.11,31.31,97.49
QOQ10696,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.17,74.0,34.53,37.79,35.95,31.11,31.31,97.17
QOS49661,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.88,73.92,38.31,37.76,36.09,31.17,31.32,97.88
QLI52069,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.64,74.0,34.44,37.79,35.95,31.24,31.4,97.64
QNO86975,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.41,73.92,34.63,37.79,35.95,31.05,31.3,97.41
QOQ14848,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.33,74.0,34.53,37.79,35.95,31.11,31.31,97.33
QNO83927,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.25,74.08,33.96,37.79,35.95,31.05,31.14,97.25
QOQ18239,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,73.84,34.44,37.79,35.95,30.92,31.01,97.56
QOT64598,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.56,74.0,34.53,37.79,35.95,31.05,31.14,97.56
QOT62726,Severe acute respiratory syndrome coronavirus 2],Homo sapiens,SARS-CoV-2,97.49,73.92,34.5,37.79,35.95,31.05,31.3,97.49
